Gene name	log2(TE)
IFNAR2	-0.941309379
FAM53C	-0.943500899
ADAM23	-0.943586691
NBEAL2	-0.94394419
IPO13	-0.945168959
C5orf34	-0.946228744
EXO1	-0.949248692
CLCN3	-0.949354395
WRN	-0.949826711
ASH1L	-0.950725898
HMGXB4	-0.95118847
NDST1	-0.953151025
USP1	-0.956907398
WSCD1	-0.95867894
R3HDM1	-0.959714083
PPP1R12C	-0.959889787
MED13	-0.961143217
SLC25A36	-0.962769339
ZBTB2	-0.965283795
PGBD1	-0.96553659
ALKBH8	-0.965851778
CENPJ	-0.965911109
KLHL20	-0.965938164
KDM6B	-0.966269143
DAAM1	-0.96644744
SOS2	-0.967449428
ZNF337	-0.969292664
MRS2	-0.969522294
FAM171A2	-0.970714438
TEAD2	-0.972632593
SECISBP2L	-0.972761399
VEGFA	-0.973144508
MIS18BP1	-0.975374552
ODC1	-0.976097196
TM7SF2	-0.977826502
BRWD1	-0.978577521
TBC1D9	-0.980075458
EIF4G2	-0.984074067
ASAP1	-0.98726651
PTCH1	-0.988801793
HDHD3	-0.989236247
USP49	-0.989469333
ADCK2	-0.990211994
ZNF45	-0.991303801
PLXND1	-0.992544195
PNISR	-0.993214826
MTMR10	-0.994050734
RNF19A	-0.994364465
AP5M1	-0.99453006
IFNAR1	-0.994766518
NADK	-0.99619843
ACTR3B	-0.997412206
EFR3A	-0.997504707
DOPEY1	-0.99841723
MAP3K3	-0.999184688
BECN1	-0.999695602
HECTD4	-1
CNPY3	-1
C11orf24	-1.000676528
BBS12	-1.002528826
PHOSPHO2-KLHL23	-1.003037254
KLHL23	-1.003037254
RAP2A	-1.003045589
ELL2	-1.007847862
LONRF1	-1.008966437
C2CD2L	-1.009429413
FBF1	-1.010507658
NT5C1B-RDH14	-1.011513988
SEPHS2	-1.01231839
TAB2	-1.01273039
ERO1LB	-1.015192555
ZNF260	-1.015397105
ZNF518A	-1.016407757
CMTR2	-1.017582148
ZNFX1	-1.018223759
RALGAPB	-1.018460328
MFSD3	-1.01856776
SAV1	-1.019179956
TSPYL2	-1.021287637
JTB	-1.021999116
RARS2	-1.023097559
KLHL5	-1.025061922
RNFT1	-1.026338885
SLC25A39	-1.027302424
PIGN	-1.027783157
POLB	-1.028537314
AGPAT6	-1.029788292
C2CD5	-1.031800028
FBXL4	-1.032748582
CEP350	-1.032758025
UBE2Q2	-1.03329444
AKT1	-1.033873527
LRP8	-1.035275475
TSHZ1	-1.035750025
DNASE1L1	-1.037099917
SACS	-1.038712406
CENPN	-1.038959029
WHAMM	-1.040756808
ANKRD11	-1.043618557
EVI5L	-1.044829781
OBFC1	-1.045867009
FMNL3	-1.045936284
MAP4K5	-1.045970504
PIEZO1	-1.047565683
GOLIM4	-1.04818034
ATP13A3	-1.048957026
SOCS6	-1.049787378
XRCC2	-1.053591077
SLMAP	-1.055454086
KIAA1468	-1.056874521
MFHAS1	-1.058214614
ANAPC15	-1.058927815
ZDHHC16	-1.062197365
FYN	-1.062262287
NARG2	-1.065765191
DPY19L4	-1.067114196
ICK	-1.067783194
MARK3	-1.068739158
CNTRL	-1.068769232
ACPL2	-1.069634188
TUB	-1.06982145
ZBTB47	-1.071060505
FNIP2	-1.071865986
TOMM40L	-1.072149786
RHOBTB1	-1.072603749
PNPLA8	-1.073694027
SLC25A44	-1.0751122
DZIP3	-1.079116132
RCBTB1	-1.080005643
ABCD4	-1.080189728
SENP6	-1.08434927
MCOLN2	-1.085285188
RABL6	-1.085518071
PLCB4	-1.087462841
RPS20	-1.087999481
TRIP11	-1.088925279
MGAT2	-1.089911886
TRAPPC10	-1.091594405
EML5	-1.093281471
SH3KBP1	-1.093456164
ANKRD32	-1.099121046
UPP1	-1.101984032
SLC12A4	-1.10433666
ZNF17	-1.105021213
INADL	-1.105035471
NEK4	-1.105482419
DCAF6	-1.105756878
ZNF529	-1.106585934
ODF2L	-1.106915204
MYO19	-1.109378115
ARHGAP21	-1.110022787
AKAP10	-1.110032538
ST7	-1.110514381
CDC42BPB	-1.11088205
TMEM106C	-1.11170165
GPR125	-1.112005026
MTIF3	-1.112816946
AGGF1	-1.113126594
USP25	-1.11345805
KIF20B	-1.1142227
MYSM1	-1.115958388
ZSCAN29	-1.116446119
ZNF197	-1.120913663
RIPK2	-1.124626655
DEPDC1	-1.124937547
RNF6	-1.12509522
ZNF267	-1.126912112
TCTN1	-1.12731883
POU4F1	-1.128366729
C1orf43	-1.129676579
STK11	-1.130031397
FAM135A	-1.133025419
PDE3B	-1.133501593
EML6	-1.134301092
PCSK7	-1.135087623
DCAF11	-1.138591182
SFI1	-1.140212175
RPS6KC1	-1.141142101
USPL1	-1.14367346
USP40	-1.143921851
CLPTM1L	-1.144028377
SNX11	-1.144058948
EXTL3	-1.145345799
KBTBD2	-1.149039296
FTL	-1.150247881
NXPE3	-1.150813977
PHTF2	-1.151487753
PRKD3	-1.154210531
OFD1	-1.15804201
CHN1	-1.159362958
SETD5	-1.159738742
RABEP1	-1.159826343
TTBK2	-1.159960615
CLCN6	-1.160157225
GEN1	-1.166216953
KIF1C	-1.167301633
BTBD6	-1.17089787
SSX2IP	-1.174174474
DDHD2	-1.179069721
DCLRE1C	-1.17954942
FURIN	-1.180369206
TRIM45	-1.180723242
HAUS6	-1.183587984
DNAJC25	-1.183948879
PALB2	-1.184621513
ITGB5	-1.184791311
STYX	-1.185136837
IFFO1	-1.185580577
OMA1	-1.188981601
PPP2R3C	-1.190102883
PLEKHH2	-1.194235409
SLC25A40	-1.194845456
ZNF189	-1.197526328
KTN1	-1.20113631
GOLT1B	-1.201218398
INVS	-1.20146747
ATM	-1.2039234
HACE1	-1.205439288
FAM126B	-1.206882757
TBC1D25	-1.206882757
FAM189B	-1.207335981
AGO4	-1.209894714
KIF3B	-1.210231262
TSPAN4	-1.211303243
PTP4A1	-1.211820598
HIATL1	-1.212292535
ZCCHC8	-1.212865948
TAF2	-1.213278108
EI24	-1.214029672
SEL1L3	-1.215389034
MCOLN3	-1.215786938
MAN2A2	-1.216958535
ARMC10	-1.218127875
UBP1	-1.220072229
ZNF280B	-1.220329955
ZBTB41	-1.220749261
ARIH2	-1.221053493
TUBGCP6	-1.221111733
RBM15B	-1.223808659
HPS5	-1.223938304
WDR37	-1.224686967
TMEM8A	-1.225051768
SDCCAG3	-1.225596632
TEP1	-1.22691498
MLLT10	-1.227159039
REV1	-1.22743215
TRIM37	-1.228242649
B3GALNT2	-1.230849978
ZNF343	-1.231464327
ZKSCAN5	-1.231649628
KLHL17	-1.232140398
ZNF232	-1.232192045
RBL2	-1.23238083
VPS13A	-1.236975744
C4orf33	-1.237342763
FNBP4	-1.238061333
SLC44A5	-1.240298054
PHF20L1	-1.241746769
WWC2	-1.243354247
ZBTB4	-1.244803669
THAP9	-1.245825116
KIAA1715	-1.246251585
MAN1A2	-1.24696159
ZFC3H1	-1.248255237
LRRC8D	-1.25042213
CCDC41	-1.251979217
BMI1	-1.253339497
RWDD1	-1.256688747
WWC1	-1.259299457
FUT8	-1.260202815
TTC23	-1.260413706
APITD1	-1.266300102
FAN1	-1.268543168
BPGM	-1.268895867
GTF3A	-1.271278001
CDKN2C	-1.271379001
DNAJC13	-1.271853353
ST6GALNAC4	-1.27364808
HDAC5	-1.273714104
CCDC34	-1.27532145
GALNT13	-1.277955755
ZBTB1	-1.278751954
RNF103	-1.282587203
TYK2	-1.282672426
SLC35A3	-1.284631343
PCMTD2	-1.286448207
MFSD9	-1.287850726
MTFR2	-1.288457003
ZNF567	-1.288761231
WDFY3	-1.290543856
GGPS1	-1.291968184
KLHL36	-1.293785131
DBF4	-1.295836721
SYCP2L	-1.29620127
TEX2	-1.2972861
ETAA1	-1.297560088
AHI1	-1.298276827
CDC42BPA	-1.298901166
DRAM2	-1.299374279
PTPRA	-1.305294897
SLC35C2	-1.308285487
SIPA1L2	-1.309427311
ZNF227	-1.30977048
MTIF2	-1.310062648
CLOCK	-1.310523332
ERGIC2	-1.31599013
KRIT1	-1.316246943
ZNF32	-1.317270678
GOLGA4	-1.318217321
CEP95	-1.319545444
C5orf54	-1.320956256
B4GALT6	-1.322996362
WDR53	-1.326005427
CNTROB	-1.326678779
FAM214A	-1.327725939
KIAA0947	-1.327847209
ERCC8	-1.330223232
SEC22C	-1.330743432
PPP6R2	-1.331351349
SCAPER	-1.332575339
ZNF664	-1.33521002
PTMS	-1.336309171
SLC30A9	-1.33666293
RNF157	-1.337337534
FOXM1	-1.337355408
TMEM168	-1.340819333
N4BP2L2	-1.341766842
TMEM39A	-1.342440692
CASP8AP2	-1.343904322
EIF2AK3	-1.344898618
WASF3	-1.346023771
C5orf42	-1.348400306
ZDHHC5	-1.350156386
IFNGR2	-1.358069378
IRAK1	-1.361693962
SMIM19	-1.363276072
HOMER2	-1.364053571
GTF2H1	-1.364844586
SLC9B2	-1.3668655
TBC1D14	-1.367967856
TMEM259	-1.368066067
EZH1	-1.370919723
PLCE1	-1.371094152
SMO	-1.371666082
MYCBP2	-1.373281034
WWP1	-1.375967935
BAG1	-1.377460688
HOXC4	-1.378093965
CAMTA2	-1.37901483
OGFRL1	-1.383080733
KAT6B	-1.383399358
RALGDS	-1.383468973
SLC25A37	-1.383585585
RB1CC1	-1.387427533
MAPKBP1	-1.39111166
C4orf21	-1.391281376
TLK1	-1.394661363
FRS2	-1.394717515
FASTKD1	-1.397077924
CCNG2	-1.397723445
RAF1	-1.398391937
MSL1	-1.400153262
ZNF292	-1.401587544
RAB11FIP2	-1.404075394
ZNF226	-1.405344103
KCNJ8	-1.408639728
TMEM99	-1.409390936
PIDD	-1.41221698
ZNF692	-1.413810196
SBF2	-1.414440234
KIAA2018	-1.415037499
ANKRD12	-1.418889825
TMTC4	-1.418989318
IBTK	-1.420078116
HOXA6	-1.422363609
SCMH1	-1.428755781
PSKH1	-1.430412725
COA1	-1.437193625
CRLS1	-1.442082545
TRAF3	-1.442871707
THRA	-1.444581775
RC3H2	-1.447320781
NOL8	-1.448042651
CHD9	-1.449094614
USP53	-1.44973967
FBXW5	-1.452512205
CCDC18	-1.455421345
LPHN1	-1.456378295
MATK	-1.456688479
ZCRB1	-1.461645601
DCUN1D2	-1.469081789
ZSCAN20	-1.471305719
RNPEPL1	-1.476059771
PIK3CB	-1.480234524
CCNL2	-1.481587562
RPGRIP1L	-1.488688794
KIAA0753	-1.496054463
AREL1	-1.499532594
PDE8A	-1.499534882
EXT1	-1.499903897
TMEM246	-1.50047463
AP1AR	-1.500731248
POMGNT2	-1.501209049
ADRBK2	-1.508478367
FAM179B	-1.510108506
NIN	-1.510222739
SCN8A	-1.510961919
EEF1B2	-1.515024886
GPR137	-1.518467089
CEP70	-1.518856759
RPL9	-1.5214163
RAB11FIP3	-1.521802214
TRPC1	-1.525918146
STX16	-1.526893444
RIOK1	-1.528900783
USP6NL	-1.533207347
GBA2	-1.545076113
EFCAB14	-1.546192931
TIMM21	-1.54802749
GPBP1L1	-1.552667614
PHKB	-1.556550368
PCNX	-1.557777671
UST	-1.561036661
TRAK2	-1.561085399
CNOT7	-1.562856257
DEAF1	-1.567364562
POLI	-1.571690144
RPS6KA6	-1.572486987
IFT80	-1.573486457
TRPM7	-1.574412581
CCDC142	-1.575563803
TASP1	-1.576760688
FAM171A1	-1.577319986
VPS54	-1.579697185
ZNF473	-1.581619058
MLLT6	-1.584962501
METTL22	-1.587317922
PLK4	-1.587801056
B4GALT3	-1.59015606
CAPN10	-1.591317996
KMT2E	-1.591339064
MPHOSPH9	-1.591490544
ANKH	-1.591881915
TCFL5	-1.593211208
SOCS4	-1.593769518
SMG5	-1.594383117
ASPM	-1.595965802
ZNF30	-1.599684006
RNF139	-1.599959466
ELK4	-1.600029949
ERI2	-1.600747068
LYST	-1.601037264
PPP1R21	-1.6025719
MAPKAP1	-1.607671041
ZBTB18	-1.608938948
LYSMD3	-1.609004332
ZBED6	-1.611075341
DOCK3	-1.612574732
DUSP22	-1.615804537
RPL6	-1.617143505
ATP11B	-1.620348099
ZDHHC7	-1.625734172
TXNDC11	-1.628464139
DGCR8	-1.634421171
RNF10	-1.635831132
FBXW7	-1.636271595
URI1	-1.637072065
WDR27	-1.638460049
LAMA3	-1.641028563
UBTD2	-1.641808361
ZNF839	-1.642447995
AGBL5	-1.645335119
MBD6	-1.646738698
ABCA5	-1.649698758
PABPC1L	-1.650889293
PIGC	-1.651377038
IVNS1ABP	-1.652284204
METTL18	-1.655970613
STK40	-1.656237189
VEZT	-1.66519656
SMG1	-1.66519656
USP16	-1.665957482
POLQ	-1.671790939
KIAA2026	-1.674904626
DVL1	-1.676468395
CLK4	-1.686578485
FAM217B	-1.688347742
ZNF354B	-1.691049759
DENND4B	-1.694047616
CCDC14	-1.694971506
FMNL2	-1.697971463
HOXD10	-1.69801196
HMGN2	-1.698182
MBD2	-1.700137298
ANKIB1	-1.709813988
MGAT4A	-1.711874613
RPS6KB2	-1.713035577
TTLL5	-1.71356099
E2F1	-1.714445019
NIPA2	-1.717515502
GNPTAB	-1.722734208
MAP3K11	-1.73039294
MYL6B	-1.733512456
C1orf63	-1.734494319
GNPAT	-1.736694002
GPBP1	-1.737225985
GMCL1	-1.737745219
EBAG9	-1.740880644
C12orf49	-1.741097779
RFX5	-1.74865656
ZFAND4	-1.759432934
ZBED5	-1.763133309
SMURF2	-1.771751459
LMBR1	-1.773724144
CCDC57	-1.774534745
CDK16	-1.775772069
TESK1	-1.780387874
9-Mar	-1.784165295
PARL	-1.784271309
TBPL1	-1.785471804
UCP2	-1.787370548
C12orf52	-1.791721191
IFRD1	-1.795637191
NDST2	-1.803734606
NKTR	-1.805235908
ING2	-1.808593464
TMEFF1	-1.815122609
TAF1D	-1.816110937
RYK	-1.822999481
OAZ1	-1.828524118
SOGA2	-1.836501268
FAM149B1	-1.844545481
PPP1R16A	-1.868237164
C11orf82	-1.872299651
MIS12	-1.877072478
JPH3	-1.883806983
MAPKAPK5	-1.884783111
USP45	-1.886343218
RPS27A	-1.893320897
AZI2	-1.904602419
DSE	-1.906890596
SPEG	-1.906890596
TRAK1	-1.908354518
ZNF561	-1.913744267
AMZ2	-1.924597077
HIAT1	-1.925869393
SETDB2	-1.92636797
ANKRD6	-1.931863124
SNX13	-1.932964767
ATF4	-1.939890395
CCNL1	-1.94016271
SLC35A5	-1.940734051
TRIM41	-1.945999633
MAPK6	-1.94649467
MYBL1	-1.948726123
ANKRD9	-1.958283482
HELQ	-1.959922561
PTPN4	-1.960372926
PHYKPL	-1.969037547
FAM73B	-1.969760387
MBTPS1	-1.971720977
SH2B1	-1.972129944
FKTN	-1.976990022
STARD3NL	-1.993576691
ZNF224	-2.004707003
PKDCC	-2.009758966
HOXB3	-2.009905743
ANKRD13D	-2.010039672
INSIG2	-2.016265054
ITGB1BP1	-2.024448506
CEP135	-2.024617756
MESDC1	-2.025487605
CLIP4	-2.033166864
MTERFD3	-2.049660809
CEP152	-2.060541542
TBRG1	-2.066585252
FBXW2	-2.076371486
RNF145	-2.07949284
BAI2	-2.083768358
PEX2	-2.085973223
GALNT11	-2.097183263
FUT10	-2.103747925
FAM155B	-2.105000884
FASTK	-2.105873221
EPC1	-2.133855747
ATXN7L3	-2.141355849
SLC36A4	-2.142068115
PKD2	-2.142241443
SLC30A5	-2.148807332
RHBDD3	-2.152147645
FOXI3	-2.163367285
CHSY1	-2.175967379
BIVM	-2.179369847
ZNF300	-2.183322857
TMEM5	-2.186160104
ATP8B2	-2.188348958
TSPAN17	-2.190156273
DENND5A	-2.19228291
LRRC8B	-2.19286936
SLC35B3	-2.201175935
LSM10	-2.201421215
REV3L	-2.206072168
NETO2	-2.209453366
PDZD8	-2.216050894
CDK10	-2.219252714
RPL34	-2.228314013
TEX15	-2.259743264
CEP290	-2.27085391
RPS2	-2.275274765
SGSM2	-2.27594189
RPSA	-2.27661693
FAM200A	-2.282553857
FBXO9	-2.293343218
ST6GALNAC6	-2.30924498
PIGW	-2.325298879
SNX25	-2.332983283
EVL	-2.342805419
TTC3	-2.348918075
STARD9	-2.355480655
VWDE	-2.35576169
CDADC1	-2.356887933
KIAA1191	-2.378694139
LMBR1L	-2.395484702
FJX1	-2.406860843
DDIT3	-2.408028832
ESCO1	-2.41814341
METTL9	-2.42062819
ZNF621	-2.422257694
CAPRIN2	-2.438252213
ZDHHC2	-2.445373578
POLR2M	-2.447458977
ASNSD1	-2.465469369
PNRC2	-2.470015772
CSGALNACT2	-2.478047297
KLHL2	-2.488076406
NINL	-2.508341219
USP44	-2.511405894
B4GALNT4	-2.521116019
ZNF276	-2.534293056
KIAA0232	-2.573991383
CES2	-2.579424317
SLC24A1	-2.604591307
ZDHHC6	-2.627762214
CASD1	-2.646601567
HKR1	-2.648889828
POMGNT1	-2.665370584
CACNA1H	-2.693896872
ARHGEF9	-2.699034267
ADCY1	-2.742964335
ATMIN	-2.77491135
KIAA1109	-2.781999348
TTLL3	-2.790076931
B4GALT2	-2.799442073
PCED1A	-2.799519492
MKKS	-2.808795456
WSB2	-2.827918627
PPP1R15A	-2.832890014
ZDHHC3	-2.839169487
ARHGEF25	-2.845553731
FTH1	-2.849044443
PHTF1	-2.881579507
KCNQ2	-2.884427363
ZDHHC4	-2.885681199
USP31	-2.943905438
STK16	-2.969402278
LRRCC1	-2.983256736
LRFN4	-3.043027284
PTMA	-3.045722257
ZNF33B	-3.078316244
DZIP1	-3.090197809
LRP3	-3.131244533
PCNXL4	-3.147349362
DMPK	-3.223604261
FAM13B	-3.312882955
MAPK8IP3	-3.321928095
CCNB1IP1	-3.332288606
ZNF202	-3.379848071
ARNTL2	-3.386310998
FAM96A	-3.438011614
FAM200B	-3.448815713
SLC35A4	-3.511383698
ZNF266	-3.535380472
CCDC150	-3.551642428
C6orf62	-3.553982527
GPR160	-3.613991549
KIAA0408	-3.637874032
C7orf31	-3.668730858
IDS	-3.681065725
VEGFB	-3.822212881
MAP3K10	-3.967432138
PCNXL2	-4.06667104
RSC1A1	-4.153173637
NSMF	-4.228069044
PARP6	-4.618129365
LUZP6	-4.701330106
C19orf48	-4.847858392
PIGY	-5.297937379
